,Kontengruppe,Profitcenter,Profitcenter-Bezeichnung,Art,HH Art,PSP-Element,Kostenart,Kostenart Beschreibung,Betrag,Betrag_Typ,Jahr
450,,,,,,,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Ist,2016
451,,,,,,1.100.05.05,57117000.0,AfA auf Betriebs- und Geschäftsausst.,"639,99",Ist,2016
452,,,,,,1.100.05.05,57117001.0,Afa auf Betriebs- und Geschäftsaust. EÖB,0,Ist,2016
453,Bilanzielle Aufwendungen,505,Förderung v. Trägern d. Wohlfahrtspflege,2.0,,,,,"639,99",Ist,2016
454,,,,,,1.100.05.06,44880029.0,Erstattung Betreuungskosten,0,Ist,2016
455,Privatrechtliche Leistungsentgelte,506,Betreuung n. d. Betreuungsgesetz,1.0,,,,,0,Ist,2016
456,,,,,,1.100.05.06,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2016
457,sonstige ordentliche Erträge,506,Betreuung n. d. Betreuungsgesetz,1.0,,,,,0,Ist,2016
458,,,,,,1.100.05.06,50110000.0,Bezüge Beamte,"112.993,95",Ist,2016
459,,,,,,1.100.05.06,50120000.0,Vergütungen tariflich Beschäftigte,"59.571,09",Ist,2016
460,,,,,,1.100.05.06,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"4.869,07",Ist,2016
461,,,,,,1.100.05.06,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"11.196,80",Ist,2016
462,,,,,,1.100.05.06,50410000.0,Beihilfen und Unterstützungsleistungen f,"8.436,90",Ist,2016
463,,,,,,1.100.05.06,50411000.0,Beihilf. u.a.taBesch,"19,1",Ist,2016
464,,,,,,1.100.05.06,50510000.0,Rückstellungen für Pensionsverpflichtung,"66.274,55",Ist,2016
465,,,,,,1.100.05.06,50610000.0,Rückstellungen für Beihilfen,"15.744,81",Ist,2016
466,,,,,,1.100.05.06,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,0,Ist,2016
467,,,,,,1.100.05.06,50720000.0,Zuf. ATZ-RS tBesch,0,Ist,2016
468,,,,,,1.100.05.06,50811000.0,RS Urlaub Beamte,"-1.159,00",Ist,2016
469,,,,,,1.100.05.06,50812000.0,RS Urlaub tarifl. Beschäftigte,"34,1",Ist,2016
470,,,,,,1.100.05.06,50813000.0,RS Überstunden Beamte,"239,23",Ist,2016
471,,,,,,1.100.05.06,50814000.0,RS Überstunden tarifl.Beschäftigte,"-54,55",Ist,2016
472,,,,,,1.100.05.06,50911000.0,Zuführ. Rückstellung Besoldungsnachzahlu,0,Ist,2016
473,Personalaufwendungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,"278.166,05",Ist,2016
474,,,,,,1.100.05.06,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"774,46",Ist,2016
475,,,,,,1.100.05.06,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2016
476,,,,,,1.100.05.06,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"79.930,67",Ist,2016
477,,,,,,1.100.05.06,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"19.218,29",Ist,2016
478,,,,,,1.100.05.06,51711000.0,Zuführ. Rückstellung Besoldungsnz. Verso,0,Ist,2016
479,Versorgungsaufwendungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,"99.923,42",Ist,2016
480,,,,,,1.100.05.06,52550000.0,Unterhaltung des so. bewegl. Vermögens,0,Ist,2016
481,Aufwendungen für Sach- und Dienstleistungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,0,Ist,2016
482,,,,,,1.100.05.06,53180006.0,Zuschuss Betreuungsvereine,"186.544,54",Ist,2016
483,Transferaufwendungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,"186.544,54",Ist,2016
484,,,,,,1.100.05.06,54111000.0,Fahrtkostenerstattung Beamte,"1.135,50",Ist,2016
485,,,,,,1.100.05.06,54111100.0,Fahrtkostenerstattung tariflich Beschäft,"646,66",Ist,2016
486,,,,,,1.100.05.06,54120001.0,Dienst-/Schutzkleidung,0,Ist,2016
487,,,,,,1.100.05.06,54291000.0,Prozesskosten,0,Ist,2016
488,,,,,,1.100.05.06,54294000.0,Verwaltungskostenbeitrag RVK,"590,82",Ist,2016
489,,,,,,1.100.05.06,54310000.0,Büromaterial,0,Ist,2016
490,,,,,,1.100.05.06,54311000.0,Telekommunikation,"1.588,20",Ist,2016
491,,,,,,1.100.05.06,54311200.0,Zeitungen/Fachliteratur,"114,4",Ist,2016
492,,,,,,1.100.05.06,54311500.0,Porto,"5.846,31",Ist,2016
493,sonstige ordentliche Aufwendungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,"9.921,89",Ist,2016
494,,,,,,,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Ist,2016
495,,,,,,1.100.05.06,57117000.0,AfA auf Betriebs- und Geschäftsausst.,"453,97",Ist,2016
496,,,,,,1.100.05.06,57117001.0,Afa auf Betriebs- und Geschäftsaust. EÖB,0,Ist,2016
497,Bilanzielle Aufwendungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,"453,97",Ist,2016
498,,,,,,1.100.05.06,58110001.0,ILV Medienpool,0,Ist,2016
499,Aufwendungen aus internen Leistungsbeziehungen,506,Betreuung n. d. Betreuungsgesetz,5.0,,,,,0,Ist,2016
500,,,,,,1.100.05.08,42110000.0,Kostenersatz a.E.,0,Ist,2016
501,,,,,,1.100.05.08,42110001.0,Kostenbeiträge a.v.E,0,Ist,2016
502,,,,,,1.100.05.08,42110002.0,Ersatzleistungen Unterhaltspflichtige,"-9.771,85",Ist,2016
503,,,,,,1.100.05.08,42110003.0,Ersatzleistungen Sozialleistungsträger,"-81.580,62",Ist,2016
504,,,,,,1.100.05.08,42110004.0,Ersatzleistungen sonst. Pflichtige,"-11.097,44",Ist,2016
505,,,,,,1.100.05.08,42110005.0,Rückzahlung überzahlter Sozialhilfe,"-13.535,97",Ist,2016
506,,,,,,1.100.05.08,42110010.0,Rückzahlung Darlehen,"-16.614,90",Ist,2016
507,,,,,,1.100.05.08,42110011.0,Abwicklung Altfälle BSHG,"-48.513,87",Ist,2016
508,,,,,,1.100.05.08,42210001.0,Kostenbeiträge i. E.,0,Ist,2016
509,,,,,,1.100.05.08,42210002.0,Ersatzleistungen Unterhaltspflichtige,0,Ist,2016
510,,,,,,1.100.05.08,42210006.0,Rückzahlung überzahlter Sozialhilfe HzLu,"-1.249,55",Ist,2016
511,sonstige Transfererträge,508,Hilfe zum Lebensunterhalt,1.0,,,,,"-182.364,20",Ist,2016
512,,,,,,1.100.05.08,45640002.0,Erstattung Versicherung HzL in Einrichtu,0,Ist,2016
513,,,,,,1.100.05.08,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2016
514,,,,,,1.100.05.08,45829001.0,Erträge aus der Auflösung RS Prozesskost,-923,Ist,2016
515,sonstige ordentliche Erträge,508,Hilfe zum Lebensunterhalt,1.0,,,,,-923,Ist,2016
516,,,,,,1.100.05.08,50110000.0,Bezüge Beamte,"116.724,50",Ist,2016
517,,,,,,1.100.05.08,50120000.0,Vergütungen tariflich Beschäftigte,"31.464,30",Ist,2016
518,,,,,,1.100.05.08,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"2.574,05",Ist,2016
519,,,,,,1.100.05.08,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"6.314,53",Ist,2016
520,,,,,,1.100.05.08,50410000.0,Beihilfen und Unterstützungsleistungen f,"6.945,71",Ist,2016
521,,,,,,1.100.05.08,50411000.0,Beihilf. u.a.taBesch,"10,04",Ist,2016
522,,,,,,1.100.05.08,50510000.0,Rückstellungen für Pensionsverpflichtung,"54.560,83",Ist,2016
523,,,,,,1.100.05.08,50610000.0,Rückstellungen für Beihilfen,"12.961,99",Ist,2016
524,,,,,,1.100.05.08,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,0,Ist,2016
525,,,,,,1.100.05.08,50811000.0,RS Urlaub Beamte,"1.592,57",Ist,2016
526,,,,,,1.100.05.08,50812000.0,RS Urlaub tarifl. Beschäftigte,"388,65",Ist,2016
527,,,,,,1.100.05.08,50813000.0,RS Überstunden Beamte,"-201,89",Ist,2016
528,,,,,,1.100.05.08,50814000.0,RS Überstunden tarifl.Beschäftigte,"-36,55",Ist,2016
529,Personalaufwendungen,508,Hilfe zum Lebensunterhalt,2.0,,,,,"233.298,73",Ist,2016
530,,,,,,1.100.05.08,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"637,58",Ist,2016
531,,,,,,1.100.05.08,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2016
532,,,,,,1.100.05.08,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"65.803,30",Ist,2016
533,,,,,,1.100.05.08,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"15.821,54",Ist,2016
534,Versorgungsaufwendungen,508,Hilfe zum Lebensunterhalt,2.0,,,,,"82.262,42",Ist,2016
535,,,,,,1.100.05.08,52911000.0,Aufwand für EDV Dienstleistungen,"5.334,51",Ist,2016
536,Aufwendungen für Sach- und Dienstleistungen,508,Hilfe zum Lebensunterhalt,2.0,,,,,"5.334,51",Ist,2016
537,,,,,,1.100.05.08,54111000.0,Fahrtkostenerstattung Beamte,"109,61",Ist,2016
538,,,,,,1.100.05.08,54130000.0,Aus- und Fortbildung,"62,1",Ist,2016
539,,,,,,1.100.05.08,54291000.0,Prozesskosten,"1.268,78",Ist,2016
540,,,,,,1.100.05.08,54294000.0,Verwaltungskostenbeitrag RVK,"486,39",Ist,2016
541,,,,,,1.100.05.08,54310000.0,Büromaterial,0,Ist,2016
542,,,,,,1.100.05.08,54311000.0,Telekommunikation,"1.588,20",Ist,2016
543,,,,,,1.100.05.08,54311500.0,Porto,"5.846,31",Ist,2016
544,,,,,,1.100.05.08,54490001.0,Wertberichtigung von Forderungen wg.Unei,"210,51",Ist,2016
545,,,,,,1.100.05.08,54990001.0,Weiterleitung von Einnahmen an den Kreis,"119.487,11",Ist,2016
546,sonstige ordentliche Aufwendungen,508,Hilfe zum Lebensunterhalt,2.0,,,,,"129.059,01",Ist,2016
547,,,,,,,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Ist,2016
548,,,,,,1.100.05.08,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Ist,2016
549,Bilanzielle Aufwendungen,508,Hilfe zum Lebensunterhalt,2.0,,,,,0,Ist,2016
550,,,,,,1.100.05.09,42110007.0,Ersatzleistungen schadensersatz Pflichti,0,Ist,2016
551,,,,,,1.100.05.09,42110008.0,Erstattung Sozialleistungsträger,0,Ist,2016
552,,,,,,1.100.05.09,42110021.0,Sozl.HzGr.a.E.oberh. Altersgrenze,"-38.249,17",Ist,2016
553,,,,,,1.100.05.09,42110022.0,Sonst.Pfl. Gr.a.E.oberh.Altersgrenze,0,Ist,2016
554,,,,,,1.100.05.09,42110024.0,Überz.Soz.HzBeh.a.E.,0,Ist,2016
555,,,,,,1.100.05.09,42110027.0,Überz.Soz.HzGr. a.E.oberh.Altersgrenze,"-51.983,83",Ist,2016
556,,,,,,1.100.05.09,42110030.0,Ersatzl.sch.pfl. Gr.oberh.Altersgrenze,0,Ist,2016
557,,,,,,1.100.05.09,42110032.0,Rückzahlung Darlehen Grusi a.v.E.oberh.A,"-27.463,48",Ist,2016
558,,,,,,1.100.05.09,42110035.0,Sozl.HzGr.a.E.unterh. Altersgrenze,"-26.037,28",Ist,2016
559,,,,,,1.100.05.09,42110036.0,Sonst.Pfl. Gr.a.E.unterh.Altersgrenze,"-4.019,84",Ist,2016
560,,,,,,1.100.05.09,42110037.0,Überz.Soz.HzGr. a.E.unterh.Altersgrenze,"-5.041,01",Ist,2016
561,,,,,,1.100.05.09,42110039.0,Rückzahlung Darlehen Grusi a.v.E.unterh.,-783,Ist,2016
562,,,,,,1.100.05.09,42210010.0,Rückzahlung überzahlter SH.i.E.,"-1.628,71",Ist,2016
563,sonstige Transfererträge,509,Grusi im Alter und bei Erwerbsmind.,1.0,,,,,"-155.206,32",Ist,2016
564,,,,,,1.100.05.09,44619000.0,Vermischte Erträge,"-1.800,21",Ist,2016
565,Privatrechtliche Leistungsentgelte,509,Grusi im Alter und bei Erwerbsmind.,1.0,,,,,"-1.800,21",Ist,2016
566,,,,,,1.100.05.09,45611000.0,Zwangsgelder,-300,Ist,2016
567,,,,,,1.100.05.09,45640001.0,Schadensersatzleistungen,"-26.243,56",Ist,2016
568,,,,,,1.100.05.09,45640005.0,Erstattung Versicherung Grundsicherung i,0,Ist,2016
569,,,,,,1.100.05.09,45640010.0,Eigenschaden SGB XII,"-2.578,83",Ist,2016
570,,,,,,1.100.05.09,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2016
571,sonstige ordentliche Erträge,509,Grusi im Alter und bei Erwerbsmind.,1.0,,,,,"-29.122,39",Ist,2016
572,,,,,,1.100.05.09,50110000.0,Bezüge Beamte,"260.240,09",Ist,2016
573,,,,,,1.100.05.09,50120000.0,Vergütungen tariflich Beschäftigte,"54.448,43",Ist,2016
574,,,,,,1.100.05.09,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"4.301,48",Ist,2016
575,,,,,,1.100.05.09,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"10.944,97",Ist,2016
576,,,,,,1.100.05.09,50410000.0,Beihilfen und Unterstützungsleistungen f,"15.485,64",Ist,2016
577,,,,,,1.100.05.09,50411000.0,Beihilf. u.a.taBesch,"17,37",Ist,2016
578,,,,,,1.100.05.09,50510000.0,Rückstellungen für Pensionsverpflichtung,"121.644,68",Ist,2016
579,,,,,,1.100.05.09,50610000.0,Rückstellungen für Beihilfen,"28.899,06",Ist,2016
580,,,,,,1.100.05.09,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,0,Ist,2016
581,,,,,,1.100.05.09,50811000.0,RS Urlaub Beamte,"610,77",Ist,2016
582,,,,,,1.100.05.09,50812000.0,RS Urlaub tarifl. Beschäftigte,"1.313,01",Ist,2016
583,,,,,,1.100.05.09,50813000.0,RS Überstunden Beamte,"-3.766,86",Ist,2016
584,,,,,,1.100.05.09,50814000.0,RS Überstunden tarifl.Beschäftigte,"219,63",Ist,2016
585,Personalaufwendungen,509,Grusi im Alter und bei Erwerbsmind.,2.0,,,,,"494.358,27",Ist,2016
586,,,,,,1.100.05.09,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"1.421,50",Ist,2016
587,,,,,,1.100.05.09,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2016
588,,,,,,1.100.05.09,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"146.710,04",Ist,2016
589,,,,,,1.100.05.09,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"35.274,51",Ist,2016
590,Versorgungsaufwendungen,509,Grusi im Alter und bei Erwerbsmind.,2.0,,,,,"183.406,05",Ist,2016
591,,,,,,1.100.05.09,52550000.0,Unterhaltung des so. bewegl. Vermögens,"491,68",Ist,2016
592,,,,,,1.100.05.09,52550013.0,Erwerb Vermögensgegenstände < 410 Euro,0,Ist,2016
593,Aufwendungen für Sach- und Dienstleistungen,509,Grusi im Alter und bei Erwerbsmind.,2.0,,,,,"491,68",Ist,2016
594,,,,,,1.100.05.09,54111000.0,Fahrtkostenerstattung Beamte,"39,45",Ist,2016
595,,,,,,1.100.05.09,54130000.0,Aus- und Fortbildung,"2.498,40",Ist,2016
596,,,,,,1.100.05.09,54291000.0,Prozesskosten,"1.698,07",Ist,2016
597,,,,,,1.100.05.09,54294000.0,Verwaltungskostenbeitrag RVK,"1.084,43",Ist,2016
598,,,,,,1.100.05.09,54310000.0,Büromaterial,0,Ist,2016
599,,,,,,1.100.05.09,54311000.0,Telekommunikation,"1.588,20",Ist,2016
600,,,,,,1.100.05.09,54311200.0,Zeitungen/Fachliteratur,"1.104,66",Ist,2016
601,,,,,,1.100.05.09,54311500.0,Porto,"5.846,31",Ist,2016
602,,,,,,,54710000.0,Wertveränderungen bei Sachanlagen,0,Ist,2016
603,,,,,,1.100.05.09,54710000.0,Wertveränderungen bei Sachanlagen,"24,36",Ist,2016
604,,,,,,,54770000.0,Verr.bei Sachanlagen mit allg. Rücklage,0,Ist,2016
605,,,,,,1.100.05.09,54770000.0,Verr.bei Sachanlagen mit allg. Rücklage,"-24,36",Ist,2016
606,,,,,,1.100.05.09,54990001.0,Weiterleitung von Einnahmen an den Kreis,"150.900,27",Ist,2016
607,sonstige ordentliche Aufwendungen,509,Grusi im Alter und bei Erwerbsmind.,2.0,,,,,"164.759,79",Ist,2016
608,,,,,,,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Ist,2016
609,,,,,,1.100.05.09,57117000.0,AfA auf Betriebs- und Geschäftsausst.,"2.855,24",Ist,2016
610,,,,,,1.100.05.09,57117001.0,Afa auf Betriebs- und Geschäftsaust. EÖB,0,Ist,2016
611,Bilanzielle Aufwendungen,509,Grusi im Alter und bei Erwerbsmind.,2.0,,,,,"2.855,24",Ist,2016
612,,,,,,1.100.05.10,42110014.0,Kostenb.HzG a.v.E.,0,Ist,2016
613,sonstige Transfererträge,510,Hilfen zur Gesundheit,1.0,,,,,0,Ist,2016
614,,,,,,1.100.05.10,54291000.0,Prozesskosten,0,Ist,2016
615,,,,,,1.100.05.10,54310000.0,Büromaterial,0,Ist,2016
616,,,,,,1.100.05.10,54311000.0,Telekommunikation,"1.588,20",Ist,2016
617,,,,,,1.100.05.10,54311500.0,Porto,"5.846,31",Ist,2016
618,,,,,,1.100.05.10,54990001.0,Weiterleitung von Einnahmen an den Kreis,0,Ist,2016
619,sonstige ordentliche Aufwendungen,510,Hilfen zur Gesundheit,2.0,,,,,"7.434,51",Ist,2016
620,,,,,,1.100.05.11,42110006.0,Erstattung anderer Sozialhilfeträger,0,Ist,2016
621,,,,,,1.100.05.11,42110016.0,Unterhalt Beh.a.v.E.,"-1.241,58",Ist,2016
622,,,,,,1.100.05.11,42110018.0,Sozl.HzBeh.a.E.,-798,Ist,2016
623,,,,,,1.100.05.11,42110024.0,Überz.Soz.HzBeh.a.E.,"-2.506,62",Ist,2016
624,sonstige Transfererträge,511,Eingliederungshilfe f. beh. Menschen,1.0,,,,,"-4.546,20",Ist,2016
625,,,,,,1.100.05.11,45640007.0,"Erst. Versicherung, Eingliederung in Ein",0,Ist,2016
626,,,,,,1.100.05.11,45640008.0,"Erst.Versicherung, Eingliederung außerh.",0,Ist,2016
627,,,,,,1.100.05.11,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2016
628,,,,,,1.100.05.11,45829001.0,Erträge aus der Auflösung RS Prozesskost,0,Ist,2016
629,sonstige ordentliche Erträge,511,Eingliederungshilfe f. beh. Menschen,1.0,,,,,0,Ist,2016
630,,,,,,1.100.05.11,50110000.0,Bezüge Beamte,"46.965,07",Ist,2016
631,,,,,,1.100.05.11,50410000.0,Beihilfen und Unterstützungsleistungen f,"2.794,67",Ist,2016
632,,,,,,1.100.05.11,50411000.0,Beihilf. u.a.taBesch,0,Ist,2016
633,,,,,,1.100.05.11,50510000.0,Rückstellungen für Pensionsverpflichtung,"21.953,00",Ist,2016
634,,,,,,1.100.05.11,50610000.0,Rückstellungen für Beihilfen,"5.215,36",Ist,2016
635,,,,,,1.100.05.11,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,"12.348,23",Ist,2016
636,,,,,,1.100.05.11,50811000.0,RS Urlaub Beamte,"120,79",Ist,2016
637,,,,,,1.100.05.11,50813000.0,RS Überstunden Beamte,"151,07",Ist,2016
638,,,,,,1.100.05.11,50814000.0,RS Überstunden tarifl.Beschäftigte,"1.203,81",Ist,2016
639,Personalaufwendungen,511,Eingliederungshilfe f. beh. Menschen,2.0,,,,,"90.752,00",Ist,2016
640,,,,,,1.100.05.11,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"256,54",Ist,2016
641,,,,,,1.100.05.11,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2016
642,,,,,,1.100.05.11,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"26.476,50",Ist,2016
643,,,,,,1.100.05.11,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"6.365,93",Ist,2016
644,Versorgungsaufwendungen,511,Eingliederungshilfe f. beh. Menschen,2.0,,,,,"33.098,97",Ist,2016
645,,,,,,1.100.05.11,54130000.0,Aus- und Fortbildung,"831,45",Ist,2016
646,,,,,,1.100.05.11,54291000.0,Prozesskosten,"4.600,00",Ist,2016
647,,,,,,1.100.05.11,54294000.0,Verwaltungskostenbeitrag RVK,"195,7",Ist,2016
648,,,,,,1.100.05.11,54310000.0,Büromaterial,0,Ist,2016
649,,,,,,1.100.05.11,54311000.0,Telekommunikation,"1.588,20",Ist,2016
650,,,,,,1.100.05.11,54311500.0,Porto,"5.846,31",Ist,2016
651,,,,,,1.100.05.11,54990001.0,Weiterleitung von Einnahmen an den Kreis,"2.434,46",Ist,2016
652,sonstige ordentliche Aufwendungen,511,Eingliederungshilfe f. beh. Menschen,2.0,,,,,"15.496,12",Ist,2016
653,,,,,,1.100.05.12,41411002.0,ZL SGB 12,"-31.896,00",Ist,2016
654,Zuwendungen und allgemeine Umlagen,512,Hilfe zur Pflege,1.0,,,,,"-31.896,00",Ist,2016
655,,,,,,1.100.05.12,42110017.0,Sozl.HzPfl.a.E.,"-66,56",Ist,2016
656,,,,,,1.100.05.12,42110023.0,Überz.Soz.HzPfl.a.E.,"-1.057,86",Ist,2016
657,,,,,,1.100.05.12,42210005.0,Rückzahlung Sozialhilfe HzPflege,"-175.705,84",Ist,2016
658,,,,,,1.100.05.12,42210011.0,Kostenb.HzPfl.i.E.,0,Ist,2016
659,,,,,,1.100.05.12,42210012.0,U.haltspfl.HzPfl.i.E,"-94.929,36",Ist,2016
660,,,,,,1.100.05.12,42210013.0,Ers.Sozl.HzPfl.i.E.,"-65.189,27",Ist,2016
661,sonstige Transfererträge,512,Hilfe zur Pflege,1.0,,,,,"-336.948,89",Ist,2016
662,,,,,,1.100.05.12,44880010.0,Erstattung Pflegewohngeld,"-95.704,45",Ist,2016
663,Privatrechtliche Leistungsentgelte,512,Hilfe zur Pflege,1.0,,,,,"-95.704,45",Ist,2016
664,,,,,,1.100.05.12,45640006.0,"Erst. Versicherung HzPfl., in Einrichtun","-1.019,62",Ist,2016
665,,,,,,1.100.05.12,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2016
666,,,,,,1.100.05.12,45829001.0,Erträge aus der Auflösung RS Prozesskost,-950,Ist,2016
667,sonstige ordentliche Erträge,512,Hilfe zur Pflege,1.0,,,,,"-1.969,62",Ist,2016
668,,,,,,1.100.05.12,50110000.0,Bezüge Beamte,"208.055,61",Ist,2016
669,,,,,,1.100.05.12,50120000.0,Vergütungen tariflich Beschäftigte,"107.046,54",Ist,2016
670,,,,,,1.100.05.12,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"8.675,92",Ist,2016
671,,,,,,1.100.05.12,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"20.921,56",Ist,2016
672,,,,,,1.100.05.12,50410000.0,Beihilfen und Unterstützungsleistungen f,"12.380,39",Ist,2016
673,,,,,,1.100.05.12,50411000.0,Beihilf. u.a.taBesch,"34,15",Ist,2016
674,,,,,,1.100.05.12,50510000.0,Rückstellungen für Pensionsverpflichtung,"97.251,96",Ist,2016
675,,,,,,1.100.05.12,50610000.0,Rückstellungen für Beihilfen,"23.104,09",Ist,2016
676,,,,,,1.100.05.12,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,"3.528,07",Ist,2016
677,,,,,,1.100.05.12,50811000.0,RS Urlaub Beamte,"4.540,49",Ist,2016
678,,,,,,1.100.05.12,50812000.0,RS Urlaub tarifl. Beschäftigte,"-558,68",Ist,2016
679,,,,,,1.100.05.12,50813000.0,RS Überstunden Beamte,"789,21",Ist,2016
680,,,,,,1.100.05.12,50814000.0,RS Überstunden tarifl.Beschäftigte,"-1.360,20",Ist,2016
681,Personalaufwendungen,512,Hilfe zur Pflege,2.0,,,,,"484.409,11",Ist,2016
682,,,,,,1.100.05.12,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"1.136,46",Ist,2016
683,,,,,,1.100.05.12,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2016
684,,,,,,1.100.05.12,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"117.291,10",Ist,2016
685,,,,,,1.100.05.12,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"28.201,11",Ist,2016
686,Versorgungsaufwendungen,512,Hilfe zur Pflege,2.0,,,,,"146.628,67",Ist,2016
687,,,,,,1.100.05.12,54111000.0,Fahrtkostenerstattung Beamte,"3,44",Ist,2016
688,,,,,,1.100.05.12,54130000.0,Aus- und Fortbildung,"242,4",Ist,2016
689,,,,,,1.100.05.12,54291000.0,Prozesskosten,"1.135,26",Ist,2016
690,,,,,,1.100.05.12,54294000.0,Verwaltungskostenbeitrag RVK,"866,97",Ist,2016
691,,,,,,1.100.05.12,54310000.0,Büromaterial,0,Ist,2016
692,,,,,,1.100.05.12,54311000.0,Telekommunikation,"1.588,20",Ist,2016
693,,,,,,1.100.05.12,54311500.0,Porto,"5.846,31",Ist,2016
694,,,,,,1.100.05.12,54990001.0,Weiterleitung von Einnahmen an den Kreis,"372.329,01",Ist,2016
695,sonstige ordentliche Aufwendungen,512,Hilfe zur Pflege,2.0,,,,,"382.011,59",Ist,2016
696,,,,,,1.100.05.13,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2016
697,sonstige ordentliche Erträge,513,Hilfe in anderen Lebenslagen,1.0,,,,,0,Ist,2016
698,,,,,,1.100.05.13,50110000.0,Bezüge Beamte,"14.119,56",Ist,2016
699,,,,,,1.100.05.13,50120000.0,Vergütungen tariflich Beschäftigte,"1.906,67",Ist,2016
700,,,,,,1.100.05.13,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"148,72",Ist,2016
701,,,,,,1.100.05.13,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"382,93",Ist,2016
702,,,,,,1.100.05.13,50410000.0,Beihilfen und Unterstützungsleistungen f,"840,19",Ist,2016
703,,,,,,1.100.05.13,50411000.0,Beihilf. u.a.taBesch,"0,61",Ist,2016
704,,,,,,1.100.05.13,50510000.0,Rückstellungen für Pensionsverpflichtung,"6.599,94",Ist,2016
705,,,,,,1.100.05.13,50610000.0,Rückstellungen für Beihilfen,"1.567,94",Ist,2016
706,,,,,,1.100.05.13,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,0,Ist,2016
707,,,,,,1.100.05.13,50811000.0,RS Urlaub Beamte,0,Ist,2016
708,,,,,,1.100.05.13,50812000.0,RS Urlaub tarifl. Beschäftigte,0,Ist,2016
709,,,,,,1.100.05.13,50813000.0,RS Überstunden Beamte,0,Ist,2016
710,,,,,,1.100.05.13,50814000.0,RS Überstunden tarifl.Beschäftigte,0,Ist,2016
711,Personalaufwendungen,513,Hilfe in anderen Lebenslagen,2.0,,,,,"25.566,56",Ist,2016
712,,,,,,1.100.05.13,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"77,12",Ist,2016
713,,,,,,1.100.05.13,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2016
714,,,,,,1.100.05.13,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"7.959,88",Ist,2016
715,,,,,,1.100.05.13,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"1.913,85",Ist,2016
